amtProduced_need, avg_price, sd, consumption_rate, consumed, char
1.690001, 2.979698, 0.770105, 1.912332, 651594937538090620.000000, B
1.690001, 3.207645, 0.516557, 1.912332, 147126734822986.220000, B
1.690001, 3.284911, 0.434467, 1.912332, 0.000000, B
1.690001, 3.089825, 0.402220, 1.912332, 0.000000, B
1.690001, 2.894795, 0.336922, 1.912332, 1324145754655437400000000000.000000, B
1.690001, 3.120890, 0.433324, 1.912332, 8879267971435375600.000000, B
1.690001, 4.085597, 0.630631, 1.912332, 600257.208958, B
1.690001, 4.903810, 0.830592, 1.912332, 561978872984.077600, B
1.690001, 3.760531, 0.476034, 1.912332, 0.000000, B
1.690001, 2.969290, 0.387642, 1.912332, 0.000000, B
1.690001, 2.380874, 0.350502, 1.912332, 0.000000, B
1.690001, 2.000765, 0.310150, 1.912332, 0.000000, B
1.690001, 1.854090, 0.260800, 1.912332, 1099229627.469641, B
1.690001, 2.256502, 0.345965, 1.912332, 974959232850.259200, B
1.690001, 3.012491, 0.497496, 1.912332, 20916.815682, B
1.690001, 3.329175, 0.489015, 1.912332, 675001159488062.500000, B
1.690001, 2.325926, 0.281425, 1.912332, 0.000000, B
1.690001, 1.632635, 0.208717, 1.912332, 0.000000, B
1.690001, 1.160138, 0.176092, 1.912332, 0.000000, B
1.690001, 0.831885, 0.157199, 1.912332, 0.000000, B
1.690001, 0.601481, 0.129854, 1.912332, 0.000000, B
1.690001, 0.436158, 0.105198, 1.912332, 0.000000, B
1.690001, 0.323651, 0.087147, 1.912332, 0.000000, B
1.690001, 0.247742, 0.071140, 1.912332, 0.000000, B
1.690001, 0.190696, 0.054558, 1.912332, 0.000000, B
1.690001, 0.153475, 0.043724, 1.912332, 0.000000, B
1.690001, 0.128574, 0.032357, 1.912332, 26143082.161911, B
1.690001, 0.121820, 0.023168, 1.912332, 566481403866324220.000000, B
1.690001, 0.124892, 0.022486, 1.912332, 6253646651790681100.000000, B
1.690001, 0.147105, 0.024355, 1.912332, 4400391384.756163, B
1.690001, 0.207330, 0.030064, 1.912332, 721.269577, B
1.690001, 0.309608, 0.051573, 1.912332, 0.000000, B
1.690001, 0.415803, 0.069981, 1.912332, 6.657156, B
1.690001, 0.290415, 0.046742, 1.912332, 0.000000, B
1.690001, 0.204117, 0.037404, 1.912332, 0.000000, B
1.690001, 0.146050, 0.029798, 1.912332, 0.000000, B
1.690001, 0.104052, 0.023928, 1.912332, 0.000000, B
1.690001, 0.074762, 0.019405, 1.912332, 0.000000, B
1.690001, 0.054589, 0.016087, 1.912332, 0.000000, B
1.690001, 0.040137, 0.012615, 1.912332, 0.000000, B
1.690001, 0.029827, 0.010072, 1.912332, 0.000000, B
1.690001, 0.022738, 0.008101, 1.912332, 0.000000, B
1.690001, 0.017343, 0.006444, 1.912332, 0.000000, B
1.690001, 0.013687, 0.005150, 1.912332, 0.000000, B
1.690001, 0.010998, 0.003848, 1.912332, 0.000000, B
1.690001, 0.009310, 0.002848, 1.912332, 0.000000, B
1.690001, 0.008360, 0.002064, 1.912332, 271.195169, B
1.690001, 0.008516, 0.001890, 1.912332, 31269372691154768000.000000, B
1.690001, 0.010071, 0.002024, 1.912332, 450823.906219, B
1.690001, 0.013083, 0.002222, 1.912332, 136640647.164327, B
1.690001, 0.013759, 0.002186, 1.912332, 11507286208820726.000000, B
1.690001, 0.010283, 0.001414, 1.912332, 0.000000, B
1.690001, 0.007726, 0.001121, 1.912332, 0.000000, B
1.690001, 0.005817, 0.000973, 1.912332, 0.000000, B
1.690001, 0.004497, 0.000856, 1.912332, 0.000000, B
1.690001, 0.003471, 0.000721, 1.912332, 0.000000, B
1.690001, 0.002726, 0.000622, 1.912332, 0.000000, B
1.690001, 0.002223, 0.000517, 1.912332, 2077717747158.496000, B
1.690001, 0.001907, 0.000433, 1.912332, 0.000000, B
1.690001, 0.001798, 0.000343, 1.912332, 3635071181646235100.000000, B
1.690001, 0.002468, 0.000490, 1.912332, 77949.608746, B
1.690001, 0.003674, 0.000734, 1.912332, 0.000000, B
1.690001, 0.005474, 0.001117, 1.912332, 0.000000, B
1.690001, 0.004080, 0.000637, 1.912332, 0.000000, B
1.690001, 0.003033, 0.000418, 1.912332, 0.000000, B
